ranking,codigo ibge,cidade ,estado,populacao,uf
504§,4303509,CamaquÆ,rs,66ÿ686,rs
505§,2614501,Surubim,pe,66ÿ192,pe
506§,1302900,Maues,ÿam,66ÿ159,am
507§,4312401,Montenegro,rs,66ÿ157,rs
508§,3506359,Bertioga,sp,66ÿ154,sp
509§,2709301,Uniao dos Palmares,ÿal,65ÿ963,al
510§,2103604,Coroat ,ma,65ÿ788,ma
511§,3555000,TupÆ,sp,65ÿ615,sp
512§,3149309,Pedro Leopoldo,mg,65ÿ149,mg
513§,2914703,Itaberaba,ba,64ÿ795,ba
514§,1501501,Benevides,pa ,64ÿ780,pa 
515§,1508001,Tome-A‡u,pa ,64ÿ604,pa 
516§,2915601,Itamaraju,ba,64ÿ423,ba
517§,3524006,Itupeva,sp,64ÿ330,sp
518§,2302602,Camocim,ce ,64ÿ147,ce 
519§,3537305,Pen polis,sp,64ÿ098,sp
520§,2706703,Penedo,ÿal,64ÿ005,al
521§,2909802,Cruz das Almas,ba,63ÿ923,ba
522§,2101707,Barreirinhas,ma,63ÿ891,ma
523§,5107040,Primavera do Leste,mt,63ÿ876,mt
524§,1505809,Portel,pa ,63ÿ831,pa 
525§,2208403,Piripiri,pi,63ÿ829,pi
526§,2609402,Moreno,pe,63ÿ792,pe
527§,2610004,Palmares,pe,63ÿ745,pe
528§,2300200,Acara£,ce ,63ÿ556,ce 
529§,3505906,Batatais,sp,63ÿ438,sp
530§,1503309,Igarape-Miri,pa ,63ÿ367,pa 
531§,3507001,Boituva,sp,63ÿ310,sp
532§,2503704,Cajazeiras,pb,62ÿ576,pb
533§,4304705,Carazinho,rs,62ÿ413,rs
534§,2708600,Sao Miguel dos Campos,ÿal,62ÿ328,al
535§,1508126,Ulian¢polis,pa ,62ÿ286,pa 
536§,3301850,Guapimirim,rj,62ÿ225,rj
537§,4318309,Sao Gabriel,rs,62ÿ187,rs
538§,1508308,Viseu,pa ,62ÿ093,pa 
539§,2314102,Vi‡osa do Cear ,ce ,61ÿ916,ce 
540§,3140001,Mariana,mg,61ÿ830,mg
541§,3533403,Nova Odessa,sp,61ÿ716,sp
542§,3531803,Monte Mor,sp,61ÿ707,sp
543§,5101803,Barra do Garcas,mt,61ÿ702,mt
544§,2301901,Barbalha,ce ,61ÿ662,ce 
545§,2308708,Morada Nova,ce ,61ÿ590,ce 
546§,2612208,Salgueiro,pe,61ÿ561,pe
547§,4110706,Irati,pr ,61ÿ439,pr 
548§,5206206,Cristalina,go,61ÿ385,go
549§,1502939,Dom Eliseu,pa ,61ÿ206,pa 
550§,3519600,Ibitinga,sp,61ÿ150,sp
551§,2910701,Euclides da Cunha,ba,61ÿ112,ba
552§,2601904,Bezerros,pe,60ÿ960,pe
553§,3304300,Rio Bonito,rj,60ÿ930,rj
554§,5007901,Sidrolƒndia,ms,60ÿ792,ms
555§,3530300,Mirassol,sp,60ÿ768,sp
556§,2613008,Sao Bento do Una,pe,60ÿ567,pe
557§,1503804,Jacund ,pa ,60ÿ517,pa 
558§,3127107,Frutal,mg,60ÿ508,mg
559§,1507607,Sao Miguel do Guam ,pa ,60ÿ268,pa 
560§,2307601,Limoeiro do Norte,ce ,60ÿ232,ce 
561§,2928604,Santo Amaro,ba,60ÿ190,ba
562§,2203909,Floriano,pi,60ÿ111,pi
563§,3152105,Ponte Nova,mg,60ÿ003,mg
564§,1503903,Juruti,pa ,59ÿ961,pa 
565§,2112506,Tut¢ia,ma,59ÿ927,ma
566§,3524709,Jaguari£na,sp,59ÿ921,sp
567§,4318002,Sao Borja,rs,59ÿ768,rs
568§,3300803,Cachoeiras de Macacu,rj,59ÿ652,rj
569§,4306106,Cruz Alta,rs,59ÿ561,rs
570§,2602803,Bu¡que,pe,59ÿ448,pe
571§,4314050,Parobe,rs,59ÿ419,rs
572§,2506301,Guarabira,pb,59ÿ389,pb
573§,2914000,Ipir ,ba,59ÿ281,ba
574§,2313302,Tau ,ce ,59ÿ259,ce 
575§,1304203,Tefe,ÿam,59ÿ250,am
576§,2400208,Assu,rn,58ÿ743,rn
577§,3531100,Mongagu ,sp,58ÿ567,sp
578§,3546801,Santa Isabel,sp,58ÿ529,sp
579§,4128203,Uniao da Vit¢ria,pr ,58ÿ298,pr 
580§,1504802,Monte Alegre,pa ,58ÿ289,pa 
581§,4207007,Icara,sc,58ÿ055,sc
582§,2701407,Campo Alegre,ÿal,57ÿ997,al
583§,2112704,Vargem Grande,ma,57ÿ813,ma
584§,4321204,Taquara,rs,57ÿ740,rs
585§,2702306,Coruripe,ÿal,57ÿ647,al
586§,3553708,Taquaritinga,sp,57ÿ547,sp
587§,1302702,Manicore,ÿam,57ÿ405,am
588§,1500404,Alenquer,pa ,57ÿ390,pa 
589§,2610608,Paudalho,pe,57ÿ346,pe
590§,3502101,Andradina,sp,57ÿ245,sp
591§,1301704,Humait ,ÿam,57ÿ195,am
592§,3169406,Trˆs Pontas,mg,57ÿ127,mg
593§,3510401,Capivari,sp,56ÿ973,sp
594§,3540705,Porto Ferreira,sp,56ÿ848,sp
595§,3151206,Pirapora,mg,56ÿ845,mg
596§,4210100,Mafra,sc,56ÿ825,sc
597§,2313500,Trairi,ce ,56ÿ653,ce 
598§,3161106,Sao Francisco,mg,56ÿ625,mg
599§,5005707,Navira¡,ms,56ÿ484,ms
600§,3542602,Registro,sp,56ÿ463,sp
601§,4304507,Cangu‡u,rs,56ÿ370,rs
602§,3503802,Artur Nogueira,sp,56ÿ247,sp
603§,2608909,Limoeiro,pe,56ÿ149,pe
604§,5006200,Nova Andradina,ms,56ÿ057,ms
605§,3118007,Congonhas,mg,55ÿ836,mg
606§,1100288,Rolim de Moura,ro,55ÿ748,ro
607§,1500206,Acar ,pa ,55ÿ744,pa 
608§,3537800,Piedade,sp,55ÿ731,sp
609§,4109807,IbiporÆ,pr ,55ÿ688,pr 
610§,3533908,Ol¡mpia,sp,55ÿ477,sp
611§,3549706,Sao Jose do Rio Pardo,sp,55ÿ298,sp
612§,2907509,Catu,ba,55ÿ222,ba
613§,2304707,Granja,ce ,55ÿ170,ce 
614§,2304285,Eusebio,ce ,55ÿ035,ce 
615§,4304630,Capao da Canoa,rs,55ÿ009,rs
616§,2917607,Jaguaquara,ba,54ÿ913,ba
617§,2902104,Araci,ba,54ÿ903,ba
618§,4216206,Sao Francisco do Sul,sc,54ÿ751,sc
619§,2300309,Acopiara,ce ,54ÿ687,ce 
620§,2302404,Boa Viagem,ce ,54ÿ680,ce 
621§,1508209,Vigia,pa ,54ÿ650,pa 
622§,4203808,Canoinhas,sc,54ÿ558,sc
623§,1502301,Capitao Po‡o,pa ,54ÿ545,pa 
624§,3111200,Campo Belo,mg,54ÿ338,mg
625§,2302206,Beberibe,ce ,54ÿ315,ce 
626§,3556453,Vargem Grande Paulista,sp,54ÿ315,sp
627§,2902708,Barra,ba,54ÿ225,ba
628§,4219309,Videira,sc,54ÿ145,sc
629§,2926608,Ribeira do Pombal,ba,54ÿ097,ba
630§,4114609,Marechal Cƒndido Rondon,pr ,54ÿ031,pr 
631§,3540606,Porto Feliz,sp,53ÿ698,sp
632§,2928802,Santo Estˆvao,ba,53ÿ666,ba
633§,5210000,Inhumas,go,53ÿ655,go
634§,1718204,Porto Nacional,to,53ÿ618,to
635§,4321600,Tramanda¡,rs,53ÿ507,rs
636§,2306306,Itapaje,ce ,53ÿ448,ce 
637§,1503705,Itupiranga,pa ,53ÿ439,pa 
638§,1506187,Rondon do Par ,pa ,53ÿ242,pa 
639§,3137205,Lagoa da Prata,mg,53ÿ236,mg
640§,3303609,Paracambi,rj,53ÿ093,rj
641§,3131901,Itabirito,mg,52ÿ996,mg
642§,2515302,Sape,pb,52ÿ977,pb
643§,2807402,Tobias Barreto,se,52ÿ861,se
644§,2112803,Viana,ma,52ÿ852,ma
645§,2704708,Marechal Deodoro,ÿal,52ÿ848,al
646§,4120606,Prudent¢polis,pr ,52ÿ776,pr 
647§,3549409,Sao Joaquim da Barra,sp,52ÿ737,sp
648§,3509700,Campos do Jordao,sp,52ÿ713,sp
649§,3138401,Leopoldina,mg,52ÿ690,mg
650§,2615300,Timba£ba,pe,52ÿ587,pe
651§,1716109,Para¡so do Tocantins,to,52ÿ521,to
652§,4117602,Palmas,pr ,52ÿ503,pr 
653§,2702405,Delmiro Gouveia,ÿal,52ÿ501,al
654§,1505106,àbidos,pa ,52ÿ473,pa 
655§,1506195,Rur¢polis,pa ,52ÿ473,pa 
656§,1600279,Laranjal do Jari,ÿap ,52ÿ302,ap 
657§,4219507,Xanxerˆ,sc,52ÿ290,sc
658§,3128709,Guaxupe,mg,52ÿ234,mg
659§,2114007,Ze Doca,ma,52ÿ190,ma
660§,5211800,Jaragu ,go,52ÿ160,go
661§,5100250,Alta Floresta,mt,52ÿ105,mt
662§,3544103,Rio Grande da Serra,sp,52ÿ009,sp
663§,3540200,Pontal,sp,51ÿ717,sp
664§,2602605,Brejo da Madre de Deus,pe,51ÿ696,pe
665§,1100114,Jaru,ro,51ÿ469,ro
666§,3107406,Bom Despacho,mg,51ÿ436,mg
667§,5218508,Quirin¢polis,go,51ÿ323,go
668§,4307609,Estƒncia Velha,rs,51ÿ292,rs
669§,2905206,Caetite,ba,51ÿ184,ba
670§,3508405,Cabre£va,sp,51ÿ130,sp
671§,3531308,Monte Alto,sp,51ÿ039,sp
672§,3527306,Louveira,sp,51ÿ007,sp
673§,2105708,Lago da Pedra,ma,50ÿ959,ma
674§,2931905,Tucano,ba,50ÿ903,ba
675§,3523206,Itarare,sp,50ÿ778,sp
676§,3203908,Nova Venecia,es,50ÿ751,es
677§,3511508,Cerquilho,sp,50ÿ631,sp
678§,3107307,Bocaiuva,mg,50ÿ521,mg
679§,2919801,Maca£bas,ba,50ÿ481,ba
680§,2302503,Brejo Santo,ce ,50ÿ195,ce 
681§,2103406,Coelho Neto,ma,49ÿ804,ma
682§,1301852,Iranduba,ÿam,49ÿ718,am
683§,1501204,Baiao,pa ,49ÿ454,pa 
684§,2312403,Sao Goncalo do Amarante,ce ,49ÿ306,ce 
685§,4317400,Santiago,rs,49ÿ298,rs
686§,3524808,Jales,sp,49ÿ291,sp
687§,2921500,Monte Santo,ba,49ÿ145,ba
688§,1505486,Pacaj ,pa ,49ÿ110,pa 
689§,3537107,Pedreira,sp,48ÿ992,sp
690§,2602100,Bom Conselho,pe,48ÿ975,pe
691§,5005400,Maracaju,ms,48ÿ944,ms
692§,4113205,Lapa,pr ,48ÿ651,pr 
693§,2308104,Mauriti,ce ,48ÿ370,ce 
694§,2312304,Sao Benedito,ce ,48ÿ354,ce 
695§,2109106,Presidente Dutra,ma,48ÿ264,ma
696§,3554805,Tremembe,sp,48ÿ228,sp
697§,5106224,Nova Mutum,mt,48ÿ222,mt
698§,3546405,Santa Cruz do Rio Pardo,sp,48ÿ207,sp
699§,5001102,Aquidauana,ms,48ÿ184,ms
700§,1502707,Conceicao do Araguaia,pa ,48ÿ115,pa 
701§,3143104,Monte Carmelo,mg,48ÿ049,mg
702§,3136306,Joao Pinheiro,mg,47ÿ990,mg
703§,3121605,Diamantina,mg,47ÿ924,mg
704§,2708006,Santana do Ipanema,ÿal,47ÿ910,al
705§,4106407,Cornelio Proc¢pio,pr ,47ÿ840,pr 
706§,2611804,Ribeirao,pe,47ÿ813,pe
707§,3528403,Mairinque,sp,47ÿ723,sp
708§,1302405,L brea,ÿam,47ÿ685,am
709§,2921005,Mata de Sao Joao,ba,47ÿ643,ba
710§,2700409,Atalaia,ÿal,47ÿ540,al
711§,3536703,Pederneiras,sp,47ÿ523,sp
712§,2201200,Barras,pi,47ÿ298,pi
713§,3514403,Dracena,sp,47ÿ287,sp
714§,1200500,Sena Madureira,ÿac,47ÿ168,ac
715§,4125605,Sao Mateus do Sul,pr ,47ÿ137,pr 
716§,3510203,Capao Bonito,sp,47ÿ098,sp
717§,2100907,Araioses,ma,47ÿ095,ma
718§,2615409,Toritama,pe,47ÿ088,pe
719§,5214606,Niquelƒndia,go,47ÿ064,go
720§,1303809,Sao Gabriel da Cachoeira,ÿam,47ÿ031,am
721§,5213806,Morrinhos,go,46ÿ955,go
722§,2202208,Campo Maior,pi,46ÿ950,pi
723§,4115804,Medianeira,pr ,46ÿ940,pr 
724§,1500909,Augusto Corrˆa,pa ,46ÿ937,pa 
725§,1100106,Guajar -Mirim,ro,46ÿ930,ro
726§,2925105,Po‡äes,ba,46ÿ885,ba
727§,2614204,Sirinhaem,pe,46ÿ845,pe
728§,4313508,Os¢rio,rs,46ÿ815,rs
729§,4206504,Guaramirim,sc,46ÿ757,sc
730§,2933604,Xique-Xique,ba,46ÿ562,ba
731§,3163706,Sao Louren‡o,mg,46ÿ539,mg
732§,4124103,Santo Ant“nio da Platina,pr ,46ÿ503,pr 
733§,4209409,Laguna,sc,46ÿ424,sc
734§,2919504,Livramento de Nossa Senhora,ba,46ÿ372,ba
735§,3160702,Santos Dumont,mg,46ÿ357,mg
736§,3545308,Salto de Pirapora,sp,46ÿ285,sp
737§,5208806,Goianira,go,46ÿ278,go
738§,3535507,Paragua‡u Paulista,sp,46ÿ180,sp
739§,3551504,Serrana,sp,46ÿ166,sp
740§,5106752,Pontes e Lacerda,mt,46ÿ105,mt
741§,2110500,Sao Bento,ma,45ÿ989,ma
742§,2913903,Ipia£,ba,45ÿ969,ba
743§,4304408,Canela,rs,45ÿ957,rs
744§,3302601,Mangaratiba,rj,45ÿ941,rj
745§,5218003,Porangatu,go,45ÿ866,go
746§,3301306,Casimiro de Abreu,rj,45ÿ864,rj
747§,4207304,Imbituba,sc,45ÿ711,sc
748§,4218202,Timb¢,sc,45ÿ703,sc
749§,3525102,Jardin¢polis,sp,45ÿ544,sp
750§,4311809,Marau,rs,45ÿ523,rs
751§,1508407,Xinguara,pa ,45ÿ416,pa 
752§,1508159,Uruar ,pa ,45ÿ395,pa 
753§,2508901,Mamanguape,pb,45ÿ385,pb
754§,3110004,Caete,mg,45ÿ364,mg
755§,3200904,Barra de Sao Francisco,es,45ÿ301,es
756§,2403103,Currais Novos,rn,45ÿ022,rn
757§,2920601,Maragogipe,ba,44ÿ902,ba
758§,1300607,Benjamin Constant,ÿam,44ÿ873,am
759§,3303708,Para¡ba do Sul,rj,44ÿ741,rj
760§,3534302,Orlƒndia,sp,44ÿ682,sp
761§,2211100,Uniao,pi,44ÿ649,pi
762§,3515186,Esp¡rito Santo do Pinhal,sp,44ÿ607,sp
763§,4313904,Panambi,rs,44ÿ583,rs
764§,3541307,Presidente Epit cio,sp,44ÿ572,sp
765§,2709152,Teot“nio Vilela,ÿal,44ÿ570,al
766§,2412203,Sao Jose de Mipibu,rn,44ÿ566,rn
767§,3130101,Igarape,mg,44ÿ561,mg
768§,2929503,Sao Sebastiao do Passe,ba,44ÿ554,ba
769§,3516705,Garca,sp,44ÿ429,sp
770§,2512507,Queimadas,pb,44ÿ388,pb
771§,2929909,Seabra,ba,44ÿ370,ba
772§,5210406,Itabera¡,go,44ÿ329,go
773§,3159605,Santa Rita do Sapuca¡,mg,44ÿ226,mg
774§,2300754,Amontada,ce ,44ÿ195,ce 
775§,2933208,Vera Cruz,ba,44ÿ185,ba
776§,3303807,Paraty,rj,44ÿ175,rj
777§,2923001,Nova Vi‡osa,ba,44ÿ170,ba
778§,4104006,Campina Grande do Sul,pr ,44ÿ072,pr 
779§,5102678,Campo Verde,mt,44ÿ033,mt
780§,2600500,Aguas Belas,pe,43ÿ923,pe
781§,2308500,Mombaca,ce ,43ÿ917,ce 
782§,2604205,Catende,pe,43ÿ778,pe
783§,1200609,Tarauac ,ÿac,43ÿ730,ac
784§,2312205,Santa Quiteria,ce ,43ÿ719,ce 
785§,3522703,It polis,sp,43ÿ536,sp
786§,4318804,Sao Louren‡o do Sul,rs,43ÿ501,rs
787§,4317608,Santo Ant“nio da Patrulha,rs,43ÿ397,rs
788§,3556404,Vargem Grande do Sul,sp,43ÿ368,sp
789§,2310506,Pedra Branca,ce ,43ÿ359,ce 
790§,3172004,Visconde do Rio Branco,mg,43ÿ351,mg
791§,2109601,Ros rio,ma,43ÿ243,ma
792§,2104057,Estreito,ma,43ÿ097,ma
793§,3554508,Tietˆ,sp,42ÿ946,sp
794§,2601409,Barreiros,pe,42ÿ866,pe
795§,2109809,Santa Helena,ma,42ÿ829,ma
796§,2922003,Mucuri,ba,42ÿ729,ba
797§,3304706,Santo Ant“nio de P dua,rj,42ÿ705,rj
798§,4215000,Rio Negrinho,sc,42ÿ684,sc
799§,3139003,Machado,mg,42ÿ682,mg
800§,2306553,Itarema,ce ,42ÿ595,ce 
801§,4306767,Eldorado do Sul,rs,42ÿ490,rs
802§,1505908,Porto de Moz,pa ,42ÿ456,pa 
803§,5006309,Parana¡ba,ms,42ÿ401,ms
804§,2803005,Itabaianinha,se,42ÿ399,se
805§,3101706,Almenara,mg,42ÿ380,mg
806§,1300805,Borba,ÿam,42ÿ328,am
807§,2612604,Santa Maria da Boa Vista,pe,42ÿ266,pe
808§,3524105,Ituverava,sp,42ÿ259,sp
809§,4117503,Paicandu,pr ,42ÿ251,pr 
810§,2112308,Tuntum,ma,42ÿ242,ma
811§,3304755,Sao Francisco de Itabapoana,rj,42ÿ214,rj
812§,2305803,Ipu,ce ,42ÿ148,ce 
813§,2100600,Amarante do Maranhao,ma,42ÿ017,ma
814§,2910503,Entre Rios,ba,42ÿ014,ba
815§,2102002,Bom Jardim,ma,42ÿ010,ma
816§,3145604,Oliveira,mg,41ÿ987,mg
817§,3157005,Salinas,mg,41ÿ864,mg
818§,3533502,Novo Horizonte,sp,41ÿ765,sp
819§,2111508,Sao Mateus do Maranhao,ma,41ÿ750,ma
820§,1100130,Machadinho d'Oeste,ro,41ÿ724,ro
821§,4305355,Charqueadas,rs,41ÿ705,rs
822§,3102605,Andradas,mg,41ÿ704,mg
823§,3552106,Socorro,sp,41ÿ690,sp
824§,1503093,Goianesia do Par ,pa ,41ÿ678,pa 
825§,3204559,Santa Maria de Jetib ,es,41ÿ588,es
826§,2702900,Girau do Ponciano,ÿal,41ÿ549,al
827§,3501707,Americo Brasiliense,sp,41ÿ545,sp
828§,1504901,Muan ,pa ,41ÿ454,pa 
829§,2103505,Colinas,ma,41ÿ443,ma
830§,4107207,Dois Vizinhos,pr ,41ÿ424,pr 
831§,2926004,Remanso,ba,41ÿ324,ba
832§,3550100,Sao Manuel,sp,41ÿ287,sp
833§,3517406,Gua¡ra,sp,41ÿ283,sp
834§,2930204,Sento Se,ba,41ÿ279,ba
835§,4217204,Sao Miguel do Oeste,sc,41ÿ246,sc
836§,3541604,Promissao,sp,41ÿ211,sp
837§,2927002,Rio Real,ba,41ÿ209,ba
838§,3109006,Brumadinho,mg,41ÿ208,mg
839§,5105150,Ju¡na,mt,41ÿ190,mt
840§,1506203,Salin¢polis,pa ,41ÿ164,pa 
841§,5221601,Urua‡u,go,41ÿ150,go
842§,5103254,Colniza,mt,41ÿ117,mt
843§,1502905,Curu‡ ,pa ,41ÿ093,pa 
844§,2314003,V rzea Alegre,ce ,41ÿ078,ce 
845§,1100452,Buritis,ro,41ÿ043,ro
846§,1300300,Autazes,ÿam,41ÿ005,am
847§,2305001,Guaraciaba do Norte,ce ,40ÿ921,ce 
848§,4201307,Araquari,sc,40ÿ890,sc
849§,2608800,Lajedo,pe,40ÿ883,pe
850§,3518602,Guariba,sp,40ÿ857,sp
851§,1303908,Sao Paulo de Olivenca,ÿam,40ÿ837,am
852§,2918100,Jeremoabo,ba,40ÿ832,ba
853§,2807105,Simao Dias,se,40ÿ724,se
854§,2913705,Inhambupe,ba,40ÿ720,ba
855§,2200400,Altos,pi,40ÿ681,pi
856§,2929206,Sao Francisco do Conde,ba,40ÿ664,ba
857§,1508084,TucumÆ,pa ,40ÿ661,pa 
858§,3104205,Arcos,mg,40ÿ658,mg
859§,3144300,Nanuque,mg,40ÿ583,mg
860§,3539509,Pitangueiras,sp,40ÿ430,sp
861§,2925204,Pojuca,ba,40ÿ401,ba
862§,3107109,Boa Esperanca,mg,40ÿ308,mg
863§,2411205,Santa Cruz,rn,40ÿ295,rn
864§,5000609,Amambai,ms,40ÿ247,ms
865§,3145901,Ouro Branco,mg,40ÿ220,mg
866§,3134400,Iturama,mg,40ÿ101,mg
867§,3170800,V rzea da Palma,mg,40ÿ101,mg
868§,2602209,Bom Jardim,pe,40ÿ038,pe
869§,4204806,Curitibanos,sc,40ÿ037,sc
870§,2203701,Esperantina,pi,39ÿ953,pi
871§,1500305,Afu ,pa ,39ÿ910,pa 
872§,4218004,Tijucas,sc,39ÿ889,sc
873§,3135050,Ja¡ba,mg,39ÿ850,mg
874§,4216305,Sao Joao Batista,sc,39ÿ719,sc
875§,2928109,Santa Maria da Vit¢ria,ba,39ÿ707,ba
876§,3541505,Presidente Venceslau,sp,39ÿ648,sp
877§,2205508,Jose de Freitas,pi,39ÿ457,pi
878§,4321501,Torres,rs,39ÿ381,rs
879§,2308005,Massapˆ,ce ,39ÿ341,ce 
880§,4111803,Jacarezinho,pr ,39ÿ268,pr 
881§,3203320,Marata¡zes,es,39ÿ259,es
882§,1503200,Igarape-A‡u,pa ,39ÿ234,pa 
883§,4316402,Ros rio do Sul,rs,39ÿ210,rs
884§,2108207,Pedreiras,ma,39ÿ153,ma
885§,1502152,CanaÆ dos Caraj s,pa ,39ÿ103,pa 
886§,3204708,Sao Gabriel da Palha,es,39ÿ085,es
887§,2108306,Penalva,ma,38ÿ987,ma
888§,5219308,Santa Helena de Goi s,go,38ÿ962,go
889§,5007208,Rio Brilhante,ms,38ÿ844,ms
890§,1301100,Careiro,ÿam,38ÿ820,am
891§,2207900,Pedro II,pi,38ÿ812,pi
892§,3521002,Iper¢,sp,38ÿ771,sp
893§,3304805,Sao Fidelis,rj,38ÿ749,rj
894§,2110203,Santa Rita,ma,38ÿ732,ma
895§,1303106,Nova Olinda do Norte,ÿam,38ÿ665,am
896§,2306256,Itaitinga,ce ,38ÿ661,ce 
897§,2602001,Bodoc¢,pe,38ÿ605,pe
898§,3141108,Matozinhos,mg,38ÿ469,mg
899§,2600708,Alianca,pe,38ÿ408,pe
900§,3112307,Capelinha,mg,38ÿ321,mg
901§,2929305,Sao Goncalo dos Campos,ba,38ÿ315,ba
902§,4315701,Rio Pardo,rs,38ÿ257,rs
903§,4306601,Dom Pedrito,rs,38ÿ222,rs
904§,2602308,Bonito,pe,38ÿ101,pe
905§,1303536,Presidente Figueiredo,ÿam,38ÿ095,am
906§,4314803,Portao,rs,38ÿ081,rs
907§,2305902,Ipueiras,ce ,38ÿ064,ce 
908§,2310704,Pentecoste,ce ,38ÿ045,ce 
909§,4109609,Guaratuba,pr ,37ÿ974,pr 
910§,3201407,Castelo,es,37ÿ956,es
911§,5218300,Posse,go,37ÿ924,go
912§,2910602,Esplanada,ba,37ÿ902,ba
913§,3152204,Porteirinha,mg,37ÿ823,mg
914§,4310108,Igrejinha,rs,37ÿ754,rs
915§,2804508,Nossa Senhora da Gl¢ria,se,37ÿ715,se
916§,3525706,Jose Bonif cio,sp,37ÿ707,sp
917§,2928000,Santaluz,ba,37ÿ704,ba
918§,3125101,Extrema,mg,37ÿ649,mg
919§,2605103,Cust¢dia,pe,37ÿ633,pe
920§,2901007,Amargosa,ba,37ÿ631,ba
921§,3500709,Agudos,sp,37ÿ582,sp
922§,2408300,Nova Cruz,rn,37ÿ554,rn
923§,2600104,Afogados da Ingazeira,pe,37ÿ546,pe
924§,2613107,Sao Caetano,pe,37ÿ488,pe
925§,2600401,Agua Preta,pe,37ÿ386,pe
926§,4310603,Itaqui,rs,37ÿ363,rs
927§,3300605,Bom Jesus do Itabapoana,rj,37ÿ306,rj
928§,3306206,Vassouras,rj,37ÿ262,rj
929§,2611002,Petrolƒndia,pe,37ÿ246,pe
930§,2207009,Oeiras,pi,37ÿ138,pi
931§,1100189,Pimenta Bueno,ro,37ÿ098,ro
932§,3500303,Agua¡,sp,36ÿ981,sp
933§,5102637,Campo Novo do Parecis,mt,36ÿ917,mt
934§,2102101,Brejo,ma,36ÿ900,ma
935§,4309100,Gramado,rs,36ÿ864,rs
936§,4203600,Campos Novos,sc,36ÿ861,sc
937§,3305000,Sao Joao da Barra,rj,36ÿ731,rj
938§,4205506,Fraiburgo,sc,36ÿ723,sc
939§,3103405,Ara‡ua¡,mg,36ÿ715,mg
940§,1702208,Araguatins,to,36ÿ573,to
941§,2607653,Itambe,pe,36ÿ495,pe
942§,5104104,GuarantÆ do Norte,mt,36ÿ439,mt
943§,3550407,Sao Pedro,sp,36ÿ298,sp
944§,1705508,Colinas do Tocantins,to,36ÿ271,to
945§,3544004,Rio das Pedras,sp,36ÿ233,sp
946§,3502507,Aparecida,sp,36ÿ211,sp
947§,3520400,Ilhabela,sp,36ÿ194,sp
948§,2614105,Sertƒnia,pe,36ÿ189,pe
949§,2916500,Itapicuru,ba,36ÿ173,ba
950§,2917003,Iti£ba,ba,36ÿ140,ba
951§,2302107,Baturite,ce ,36ÿ127,ce 
952§,3505302,Barra Bonita,sp,36ÿ125,sp
953§,1301407,Eirunepe,ÿam,36ÿ121,am
954§,4114807,Marialva,pr ,36ÿ103,pr 
955§,3162104,Sao Gotardo,mg,36ÿ084,mg
956§,3158953,Santana do Para¡so,mg,36ÿ048,mg
957§,2401008,Apodi,rn,35ÿ904,rn
958§,3513108,Cravinhos,sp,35ÿ858,sp
959§,3505203,Bariri,sp,35ÿ844,sp
960§,3519303,Ibate,sp,35ÿ830,sp
961§,2112407,Turia‡u,ma,35ÿ811,ma
962§,4308607,Garibaldi,rs,35ÿ794,rs
963§,2926400,Riacho de Santana,ba,35ÿ757,ba
964§,4115705,Matinhos,pr ,35ÿ705,pr 
965§,5106422,Peixoto de Azevedo,mt,35ÿ695,mt
966§,4213609,Porto Uniao,sc,35ÿ685,sc
967§,5101704,Barra do Bugres,mt,35ÿ642,mt
968§,2308401,Missao Velha,ce ,35ÿ566,ce 
969§,1502806,Curralinho,pa ,35ÿ530,pa 
970§,2310209,Paracuru,ce ,35ÿ526,ce 
971§,2921708,Morro do Chapeu,ba,35ÿ466,ba
972§,2805406,Po‡o Redondo,se,35ÿ461,se
973§,1100155,Ouro Preto do Oeste,ro,35ÿ445,ro
974§,2905800,Camamu,ba,35ÿ444,ba
975§,3101508,Alem Para¡ba,mg,35ÿ438,mg
976§,3502903,Ara‡oiaba da Serra,sp,35ÿ389,sp
977§,2405801,Joao Cƒmara,rn,35ÿ360,rn
978§,2706901,Pilar,ÿal,35ÿ310,al
979§,1501956,Cachoeira do Piri ,pa ,35ÿ307,pa 
980§,2313609,Ubajara,ce ,35ÿ295,ce 
981§,2924405,Pilao Arcado,ba,35ÿ295,ba
982§,5105101,Juara,mt,35ÿ275,mt
983§,4112009,Jaguaria¡va,pr ,35ÿ192,pr 
984§,3500105,Adamantina,sp,35ÿ153,sp
985§,3151503,Piumhi,mg,35ÿ137,mg
986§,3132503,Itamarandiba,mg,35ÿ130,mg
987§,2107803,Parnarama,ma,35ÿ108,ma
988§,3546306,Santa Cruz das Palmeiras,sp,35ÿ102,sp
989§,2102036,Bom Jesus das Selvas,ma,35ÿ095,ma
990§,2909901,Cura‡ ,ba,35ÿ065,ba
991§,3300233,Armacao dos B£zios,rj,35ÿ060,rj
992§,2803203,Itaporanga d'Ajuda,se,35ÿ054,se
993§,2210607,Sao Raimundo Nonato,pi,35ÿ035,pi
994§,5215603,Padre Bernardo,go,35ÿ011,go
995§,1200302,Feij¢,ÿac,34ÿ986,ac
996§,1300706,Boca do Acre,ÿam,34ÿ958,am
997§,3202801,Itapemirim,es,34ÿ957,es
998§,2906808,Cansancao,ba,34ÿ929,ba
999§,3305752,Tangu ,rj,34ÿ898,rj
1000§,1303569,Rio Preto da Eva,ÿam,34ÿ856,am
